backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,seed,strategy,total_params,trainable_params,weight_decay,id,name,best_train_next_remaining_time_loss,_runtime,train_next_activity_acc,best_train_next_activity_loss,train_next_time_to_next_event_loss,_timestamp,_wandb.runtime,train_next_activity_loss,best_train_next_time_to_next_event_loss,_step,best_test_next_remaining_time_loss,test_next_activity_acc,train_next_remaining_time_loss,best_train_next_activity_acc,test_next_remaining_time_loss,test_next_time_to_next_event_loss,best_test_next_activity_acc,test_next_activity_loss,best_test_next_activity_loss,best_test_next_time_to_next_event_loss,few_shot_k
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,43,sum,1315835959,50612279,0.1,m9fsx45m,cosmic-sound-162,0.5350083692195425,609.647419421,0.7445545317861135,0.8909145315370222,0.7139900723457373,1763536865.7643223,609,0.8909145315370222,0.7139900723457373,9,1.0131058366698371,0.5932695276319851,0.5350083692195425,0.7445545317861135,1.0537161482304251,0.9005713283813231,0.6033961099104662,1.338000792373511,1.306211567307814,0.9005713283813231,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,44,sum,1315835959,50612279,0.1,449wjkdj,neat-meadow-163,0.5186666265165085,610.250528378,0.7816993716026062,0.7554888933192719,0.6822114373334339,1763537490.9268708,610,0.7554888933192719,0.6822114373334339,9,0.9747411276536724,0.7384377894411855,0.5186666265165085,0.7816993716026062,1.1673778260994487,0.998015153183544,0.7384377894411855,0.9951325924464972,0.9951325924464972,0.9181067194089216,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,45,sum,1315835959,50612279,0.1,zbyly0wo,restful-bee-164,0.5273434286372343,608.711667731,0.7694398396237326,0.8143907716341452,0.7003973896499128,1763538114.6066468,608,0.8143907716341452,0.7003973896499128,9,1.051357367598889,0.636369249768447,0.5273434286372343,0.7694398396237326,1.2011824378484413,0.911936204880246,0.6626119172584131,1.2702635624630283,1.1954705372898988,0.911936204880246,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,41,sum,1315835959,260151,0.1,g1nt5w4l,comfy-jazz-165,0.538658294190952,572.709331464,0.7376730020432554,0.9675063803080232,0.7402143534277936,1763538702.2139585,572,0.9675063803080232,0.7402143534277936,9,0.8719864292032891,0.580889163322013,0.538658294190952,0.7376730020432554,0.8861782241213576,0.93120857281757,0.607841926520531,1.582443315977666,1.549173533058932,0.93120857281757,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,42,sum,1315835959,260151,0.1,uvv55srf,effortless-planet-166,0.5350898292071192,571.443185228,0.7636955935078453,0.8460920152164534,0.7309076291078443,1763539288.88813,571,0.8460920152164534,0.7309076291078443,9,0.8410520222938587,0.6246989811670268,0.5350898292071192,0.7636955935078453,0.8638432760965902,0.9031127165629196,0.6253473294226614,1.2645697404956258,1.2645697404956258,0.9031127165629196,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,43,sum,1315835959,260151,0.1,bcz12fyn,pious-plasma-167,0.5815080994882095,571.333675986,0.6498130228613285,1.3204579720441432,0.8006783107862131,1763539875.2694774,571,1.3204579720441432,0.8006783107862131,9,0.8631176415031506,0.5175671503550479,0.5815080994882095,0.6498130228613285,0.8645167926094641,0.990845712536314,0.5246063599876505,1.7199030959484716,1.7199030959484716,0.990845712536314,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,44,sum,1315835959,260151,0.1,ddiiow3h,bumbling-yogurt-168,0.5148633534430612,568.221542807,0.7679748641042445,0.8247977107541545,0.7089941915143468,1763540458.9097114,568,0.8247977107541545,0.7089941915143468,9,0.8405642807428466,0.6137388082741587,0.5148633534430612,0.7679748641042445,0.8405642807428466,0.9477813886175482,0.6250077184316147,1.3519493651853811,1.3101061702915533,0.94434417166361,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,45,sum,1315835959,260151,0.1,kpvtygyd,quiet-cherry-169,0.5451248051036621,563.343566413,0.6811557885809013,1.1728483792962403,0.7607061572677669,1763541038.0774608,563,1.1728483792962403,0.7607061572677669,9,0.8932205010873736,0.5174436554492127,0.5451248051036621,0.6811557885809013,0.9215160425815658,0.94444995369577,0.5570237727693733,1.7071899760317824,1.606199870473185,0.9420838071888484,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,41,sum,1315835959,260151,0.1,zzgrvomu,usual-donkey-170,,14.071284568,,,,1763541068.0118945,14,,,0,2.0608459145833624,0.012596480395183698,,,2.0608459145833624,1.484289931662107,0.012596480395183698,4.78193786705891,4.78193786705891,1.484289931662107,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,42,sum,1315835959,260151,0.1,enol9tr7,dainty-blaze-171,,13.906314204,,,,1763541095.960927,13,,,0,3.842246078392281,0.01954306884841,,,3.842246078392281,1.5688160940760925,0.01954306884841,5.1886932985471255,5.1886932985471255,1.5688160940760925,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,43,sum,1315835959,260151,0.1,lph6w6aj,sandy-darkness-172,,13.763454104,,,,1763541123.8625424,13,,,0,1.4771692011598527,3.087372645878358e-05,,,1.4771692011598527,6.582967175786677,3.087372645878358e-05,5.11658988215372,5.11658988215372,6.582967175786677,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,44,sum,1315835959,260151,0.1,66ha6jgw,hardy-paper-173,,13.827214151,,,,1763541151.865931,13,,,0,1.478992815244415,0.014881136153133682,,,1.478992815244415,10.165986315311198,0.014881136153133682,4.774459283916477,4.774459283916477,10.165986315311198,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,45,sum,1315835959,260151,0.1,6jocnymx,devoted-firefly-174,,13.741513284,,,,1763541179.922573,13,,,0,1.7725065429772298,0.0003704847175054029,,,1.7725065429772298,1.3267648000561112,0.0003704847175054029,4.565999314725381,4.565999314725381,1.3267648000561112,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,41,sum,1315835959,260151,0.1,jf34y5fz,eager-snowflake-175,0.8526152619000139,164.343847869,0.05305039787798409,3.633250846154494,0.8651712192938878,1763541358.213024,164,3.633250846154494,0.8651712192938878,9,1.4473071319448172,0.05205310280950911,0.8526152619000139,0.0610079575596817,1.5640871056806678,1.2819141675013384,0.0545230009262118,3.8690759011645786,3.850719884134583,1.2672537217135782,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,42,sum,1315835959,260151,0.1,nsbr3y5y,confused-grass-176,0.8136349024759996,164.589562923,0.08753315649867374,3.5464121112772893,1.095684336493439,1763541537.498454,164,3.5464121112772893,1.0944614999727482,9,1.1918069295362028,0.03281877122568694,0.8136349024759996,0.08753315649867374,1.3256173707703522,1.5276916236559452,0.03488731089842544,3.8407847612645383,3.8407847612645383,1.4009181495800769,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,43,sum,1315835959,260151,0.1,420fapoz,swept-breeze-177,0.9508414075608596,162.938000719,0.05305039787798409,3.5080391026302107,0.7047426027865877,1763541715.1610832,162,3.5080391026302107,0.7047426027865877,9,1.0713695897110895,0.046866316764433466,0.9508414075608596,0.05305039787798409,1.0713695897110895,1.2338477905534897,0.05612843470206854,3.606768396512414,3.606768396512414,1.2254822842019986,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,44,sum,1315835959,260151,0.1,e6xv052m,drawn-snowball-178,0.8928411825898471,163.167377531,0.08222811671087533,3.6028975327388046,1.019835834398826,1763541893.230063,163,3.6028975327388046,1.019835834398826,9,1.119365200668104,0.03707934547699907,0.8928411825898471,0.08222811671087533,1.1263471534495813,1.2251220724913174,0.03707934547699907,3.760052768180826,3.760052768180826,1.2224253582932323,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20TravelPermitData,,5e-05,nep,1,,lstm,45,sum,1315835959,260151,0.1,f3h0htnf,true-frog-179,0.9659134165361642,165.537942119,0.06631299734748011,3.657190621373508,1.354289705225264,1763542078.505538,165,3.657190621373508,1.354289705225264,9,1.3059762780406512,0.014726767520839764,0.9659134165361642,0.06631299734748011,1.3059762780406512,1.1654203905445368,0.05155912318616857,3.7265541818635857,3.7213798826805937,1.1654203905445368,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,41,sum,1366167607,50591799,0.1,fagfsxix,confused-sponge-180,1.04225990626793,182.205564314,0.034482758620689655,3.766860197962753,0.824237053704989,1763542275.678954,182,3.766860197962753,0.824237053704989,9,0.9813499541369513,0.00027786353812905216,1.1002626381122782,0.034482758620689655,1.1669120722031954,1.2664289195363114,0.02259956776782958,3.970283555410349,3.835974876260124,1.2461953060389228,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,42,sum,1366167607,50591799,0.1,dsr95cpl,sunny-disco-181,0.982160603968471,183.614782112,0.09549071618037136,3.3138694004291565,1.0958508413176322,1763542474.5098588,183,3.3138694004291565,1.0632582644015471,9,0.7837667469332048,0.082309354739117,0.982160603968471,0.09549071618037136,0.8973000256137077,1.27245626855905,0.082309354739117,3.708693463524833,3.6760254518674382,1.2349922429856492,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,43,sum,1366167607,50591799,0.1,k30lxr9n,classic-shadow-182,0.9242139368537884,182.096121203,0.08222811671087533,3.5219143910496555,0.5666459224110256,1763542671.7360077,182,3.5219143910496555,0.5666459224110256,9,0.899363810282204,0.033312750849027475,0.9242139368537884,0.08222811671087533,1.1359049038888496,1.3002461261755156,0.07138005557270763,3.9964744198060984,3.672643835686651,1.2935524675204968,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,44,sum,1366167607,50591799,0.1,y3pb5iqp,different-wood-183,0.9437068160079836,181.83923646,0.10079575596816975,3.4352439860133974,0.991788141666578,1763542868.777867,181,3.4352439860133974,0.978783090211036,9,0.746389775748752,0.094010497066996,0.978991931882398,0.10079575596816975,0.7670193085960489,2.0443034324869767,0.10231552948440877,3.718971737198861,3.604819362507296,1.2600001014210112,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20TravelPermitData,512,5e-05,nep,1,256,lstm,45,sum,1366167607,50591799,0.1,l1r1tzqa,clear-snowball-184,1.0241283949869695,184.000050792,0.034482758620689655,3.6524922854071904,1.340905002755575,1763543068.1110592,184,3.6524922854071904,1.340905002755575,9,0.8939157940569245,0.03640012349490584,1.0241283949869695,0.03978779840848806,0.8939157940569245,1.525434965526443,0.03640012349490584,3.795286204381356,3.795286204381356,1.2757406144055292,8.0
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20RequestForPayment,512,5e-05,nep,1,256,lstm,41,sum,1366028309,50452501,0.1,17xd55tz,lively-puddle-185,0.6089619306978151,399.261405125,0.8748600947051227,0.3196206702274646,0.7131825303292408,1763543481.5893312,399,0.32097098118161727,0.7131825303292408,9,0.6388776750324836,0.8814088907825592,0.6089619306978151,0.8778303917348257,0.6632184713439768,0.7464228951614396,0.8910666098565545,0.2909518345362963,0.27638023764110903,0.7421332783801298,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20RequestForPayment,512,5e-05,nep,1,256,lstm,42,sum,1366028309,50452501,0.1,x77sz4s7,earthy-bird-186,0.6029479650192819,402.553980357,0.877442961687473,0.3142189861934759,0.7115503176706801,1763543898.8752348,402,0.31815001304633034,0.7115503176706801,9,0.6417687597167778,0.8822610424655589,0.6029665124862809,0.8797244941885493,0.6756880675132869,0.7657723324557222,0.8914926856980543,0.2851396091890816,0.26428970534123236,0.7310589122054354,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20RequestForPayment,512,5e-05,nep,1,256,lstm,43,sum,1366028309,50452501,0.1,s1idvxgv,pleasant-water-187,0.6024851366922458,407.899801119,0.8671975893241498,0.29341286039537157,0.7313146451193867,1763544321.6689208,407,0.35826744499567814,0.716875564975057,9,0.6661979942527655,0.8735975003550632,0.6257485725732903,0.880886784330607,0.719350884066033,0.7946390341737192,0.8909245845760545,0.33039222693446685,0.27181327527532045,0.757363123271364,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20RequestForPayment,512,5e-05,nep,1,256,lstm,44,sum,1366028309,50452501,0.1,g6jzchsx,good-mountain-188,0.5991654958747555,407.212089266,0.8800258286698235,0.29947070669009157,0.7084014061756602,1763544743.4476542,407,0.3018436833183364,0.7084014061756602,9,0.64453522560695,0.8914926856980543,0.6007284796345711,0.8806715454154111,0.6649095057560764,0.7326510344999552,0.8914926856980543,0.26673486811450015,0.26398236499965705,0.7270410923334096,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,lora,,5,2048,BPI20RequestForPayment,512,5e-05,nep,1,256,lstm,45,sum,1366028309,50452501,0.1,snjf6v7w,wandering-capybara-189,0.601927455221842,408.936622592,0.8501937150236762,0.29914329935649425,0.7635184554667808,1763545167.0512912,408,0.43580792094939647,0.7168056441851849,9,0.6549085520357084,0.8342564976565828,0.6630432866741448,0.879423159707275,0.6937343595448144,0.7654598669443021,0.8907825592955546,0.3296233689034972,0.26543664376922943,0.7495973929646441,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,41,sum,1315696661,100825109,0.1,refffufn,magic-dream-190,0.5957046703793497,390.095420135,0.8691347395609126,0.3666694351993549,0.7041709363024347,1763545572.4328291,390,0.3666694351993549,0.7041709363024347,9,0.6489637757106153,0.8842493963925578,0.5957046703793497,0.8691347395609126,0.6547528369032919,0.7484271198896297,0.8842493963925578,0.30635732833066964,0.30635732833066964,0.7484271198896297,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,42,sum,1315696661,100825109,0.1,n8ynteb2,vital-frog-191,0.5907456765439661,392.067632125,0.8764959104606113,0.34700175990229065,0.6984383672565619,1763545978.1484122,392,0.34700175990229065,0.6984383672565619,9,0.6577018311273949,0.8835392699900583,0.5907456765439661,0.8764959104606113,0.6819309608585167,0.7562535045804193,0.8845334469535577,0.31146553825407675,0.30789349638184876,0.7417153103279468,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,43,sum,1315696661,100825109,0.1,tvtm1zid,dandy-brook-192,0.5977823953201583,390.175555218,0.873181231166595,0.3588058292378242,0.718942633344344,1763546382.542563,390,0.3588058292378242,0.718942633344344,9,0.6459869101819219,0.8608152251100696,0.6018780415395801,0.8733103745157125,0.6889444953117702,0.7381606276037679,0.8852435733560574,0.3992710988505661,0.3259982459332824,0.7296969825241854,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,44,sum,1315696661,100825109,0.1,eg5zgl2z,sweet-night-193,0.5882645185066614,398.820391412,0.8784761084804132,0.3251288800212878,0.6918062543848492,1763547015.1487744,398,0.3251288800212878,0.6918062543848492,9,0.6564221458329411,0.8883681295270558,0.5882645185066614,0.8784761084804132,0.6744325501965183,0.786517283639148,0.8896463570515551,0.27303501994514007,0.27303501994514007,0.7331264707416046,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"-1,-2",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,45,sum,1315696661,100825109,0.1,o29aki8v,different-darkness-194,0.5980074707875722,393.560664837,0.8746448557899268,0.35230795493476924,0.7180794094330373,1763547573.9657245,393,0.35230795493476924,0.7180794094330373,9,0.6483629860842097,0.8873739525635563,0.5980074707875722,0.8755058114507103,0.6587090695755943,0.7314329571961645,0.8873739525635563,0.294958480429436,0.294958480429436,0.7314329571961645,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,41,sum,1315696661,100825109,0.1,im0bjlm8,skilled-sun-195,0.5662687168622191,395.446819741,0.8772277227722772,0.3101996920717414,0.6774811075722099,1763548195.754261,395,0.3101996920717414,0.6774811075722099,9,0.6536337783806975,0.8903564834540548,0.5662687168622191,0.8788204907447267,0.7036330390426859,0.7555700459783007,0.8937650901860531,0.2863429955605874,0.27172237288425327,0.7395531454981601,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,42,sum,1315696661,100825109,0.1,5epchaai,silvery-oath-196,0.5644847486432749,394.006386782,0.8829530779164873,0.2923164189503309,0.6699079387925896,1763548899.042994,394,0.29450821224800533,0.6699079387925896,9,0.6891721653813005,0.8912086351370544,0.5644847486432749,0.8829530779164873,0.7365857749275821,0.7955186824503312,0.8917767362590541,0.2794274412896582,0.2736055886537205,0.7593645414935647,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,43,sum,1315696661,100825109,0.1,qb5jme6k,effortless-haze-197,0.5784782313602627,395.169868152,0.8757210503659062,0.3059720386988738,0.6995201285728031,1763549508.5517905,395,0.32508618099854725,0.6891428611117398,9,0.6630015701008968,0.8916347109785542,0.5856517798573202,0.8808437365475678,0.6781606290882546,0.7585608645979441,0.8944752165885528,0.27351779982441277,0.27351779982441277,0.7335696461830199,
gptneo-1b3,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20RequestForPayment,,5e-05,nep,1,,lstm,44,sum,1315696661,100825109,0.1,rx9l8qoy,jolly-yogurt-198,0.5707567935661155,395.346150223,0.8842445114076625,0.28882506847176326,0.6765811827384959,1763550096.230109,395,0.28882506847176326,0.6765811827384959,9,0.6830258993173997,0.8909245845760545,0.5707567935661155,0.8842445114076625,0.7556194678031489,0.7762127796910463,0.892060786820054,0.28737555879572035,0.2690826278402629,0.7524825812503537,
